url,type,status,lang,title,title_len,description,description_len,has_description,robots,canonical,self_canonical,h1_count,h1s,missing_h1,multi_h1,viewport,hreflang_count,schema_types,has_product_schema,has_article_schema,has_offer_schema,text_words,copy_like_url,variant_like_url,priority_flag
https://mamapack.pl/products/kindii-chusteczki-a-60szt-pure-water-99-har02dz04,products,200,pl,"Chusteczki Kindii Pure Water 99% - delikatna pielęgnacja, 60 sztuk – mamapack",77,"Nawilżane chusteczki Kindii Pure Water 99% stworzone do codziennej pielęgnacji wrażliwej skóry niemowląt. Zawierają 99% wody oraz alantoinę, co łagodzi podrażnienia i delikatnie oczyszcza skórę. Bezzapachowe, testowane dermatologicznie, idealne od pierwszego dnia życia",269,1,,https://mamapack.pl/products/kindii-chusteczki-a-60szt-pure-water-99-har02dz04,1,1,KINDII (HAR02DZ040) - PURE WATER 99% - CHUSTECZKI Wodne 60 szt.,0,0,1,0,Brand | Offer | Organization | Product,1,0,1,506,0,0,long_title | long_desc
https://mamapack.pl/products/kindii-platki-baby-a-60szt-12863,products,200,pl,Płatki bawełniane Kindii Baby dla niemowląt - 60 sztuk – mamapack,65,"Bawełniane płatki kosmetyczne Kindii Baby idealne do codziennej pielęgnacji niemowląt. Wykonane w 100% z miękkiej bawełny, delikatne brzegi zapewniają komfort użytkowania. Odpowiednie do oczyszczania i osuszania twarzy, fałdek skórnych i pachwin, idealne od pierwszych dni życia​",279,1,,https://mamapack.pl/products/kindii-platki-baby-a-60szt-12863,1,1,Kindii Pure - Płatki Bawełniane Kosmetyczne Dla Niemowląt - (60szt),0,0,1,0,Brand | Offer | Organization | Product,1,0,1,478,0,0,long_desc
https://mamapack.pl/products/lansinoh-butelka-do-karmienia-szklana-160ml,products,200,pl,Szklana butelka Lansinoh ze smoczkiem Natural Wave - 160 ml – mamapack,70,"Szklana butelka Lansinoh mOmma o pojemności 160 ml z innowacyjnym smoczkiem Natural Wave, który wspiera naturalny rytm ssania dziecka. Wykonana z trwałego szkła borokrzemianowego, odpornego na zmiany temperatury, jest przyjazna dla środowiska i łatwa do sterylizacji​",267,1,,https://mamapack.pl/products/lansinoh-butelka-do-karmienia-szklana-160ml,1,1,LANSINOH - Butelka do karmienia - SZKLANA ze smoczkiem - (160ML),0,0,1,0,Brand | Offer | Organization | Product,1,0,1,500,0,0,long_title | long_desc
https://mamapack.pl/products/skarb-matki-pomadka-ochronna-dla-dzieci-o-smaku-kokosa-i-wanilii,products,200,pl,Pomadka ochronna dla dzieci Skarb Matki - smak malinowy – mamapack,66,"Pomadka ochronna Skarb Matki o smaku malinowym idealnie chroni delikatne usta, policzki i nos dziecka przed czynnikami atmosferycznymi. Zawiera witaminę E, natłuszcza i łagodzi podrażnienia, zapewniając skuteczną ochronę przed wiatrem i mrozem",243,1,,https://mamapack.pl/products/skarb-matki-pomadka-ochronna-dla-dzieci-o-smaku-kokosa-i-wanilii,1,1,"SKARB MATKI - Pomadka Ochronna - dla dzieci o smaku kokosa i wanilii - 6,5g",0,0,1,0,Brand | Offer | Organization | Product,1,0,1,533,0,0,long_title | long_desc
https://mamapack.pl/products/skarb-matki-pomadka-ochronna-dla-dzieci-smak-malinowy,products,200,pl,Pomadka ochronna Skarb Matki dla dzieci - smak malinowy – mamapack,66,"Skarb Matki pomadka ochronna o malinowym smaku skutecznie chroni wrażliwe usta i twarz dziecka przed zimnem i wiatrem. Z witaminą E, intensywnie nawilża, regeneruje oraz zapewnia długotrwałą ochronę, pozostawiając delikatną skórę miękką i zdrową.",246,1,,https://mamapack.pl/products/skarb-matki-pomadka-ochronna-dla-dzieci-smak-malinowy,1,1,"SKARB MATKI - Pomadka Ochronna - dla dzieci o smaku malinowym - 6,5g",0,0,1,0,Organization,0,0,0,370,0,0,missing_product_schema | long_title | long_desc
https://mamapack.pl/products/linomag-puder-100g-hig-kosm-dla-dzieci-i-niemowlat-k056,products,200,pl,Linomag Puder ochronny dla dzieci i niemowląt - 100 g – mamapack,64,"Puder Linomag zapewnia skuteczną ochronę delikatnej skóry niemowląt przed odparzeniami i podrażnieniami. Zawiera olej lniany bogaty w kwasy omega-3 i omega-6, masło shea oraz witaminę F, które łagodzą zaczerwienienia, swędzenie i przyspieszają regenerację. Idealny do codziennej pielęgnacji od 1. dnia życia.",308,1,,https://mamapack.pl/products/linomag-puder-100g-hig-kosm-dla-dzieci-i-niemowlat-k056,1,0,,1,0,1,0,,0,0,0,254,0,0,missing_h1 | missing_product_schema | long_desc
https://mamapack.pl/products/linomag-zel-do-mycia-ciala-i-glowy-dla-dzieci-i-niemowlat-200-ml-k035,products,200,pl,Linomag Żel do mycia ciała i głowy dla dzieci i niemowląt - 200 ml – mamapack,77,"Delikatny żel Linomag do mycia ciała i głowy dla dzieci i niemowląt, idealny od 1. dnia życia. Zawiera olej lniany oraz pantenol, które skutecznie oczyszczają, nawilżają i chronią wrażliwą skórę. Hipoalergiczny, bez parabenów, do codziennej pielęgnacji skóry wrażliwej.",269,1,,https://mamapack.pl/products/linomag-zel-do-mycia-ciala-i-glowy-dla-dzieci-i-niemowlat-200-ml-k035,1,0,,1,0,1,0,,0,0,0,257,0,0,missing_h1 | missing_product_schema | long_title | long_desc
https://mamapack.pl/products/linomag-krem-z-tlenkiem-cynku-50-ml-k014,products,200,pl,Linomag Krem z tlenkiem cynku dla dzieci - 50 ml – mamapack,59,"Krem Linomag z tlenkiem cynku zapewnia skuteczną ochronę delikatnej skóry niemowląt przed odparzeniami i podrażnieniami. Bogaty w olej lniany, tlenek cynku i alantoinę, wspomaga regenerację naskórka i łagodzi podrażnienia. Idealny do codziennej pielęgnacji okolic pieluszkowych od 1. dnia życia",294,1,,https://mamapack.pl/products/linomag-krem-z-tlenkiem-cynku-50-ml-k014,1,1,LINOMAG - Krem z tlenkiem Cynku - (50 ML),0,0,1,0,Brand | Offer | Organization | Product,1,0,1,513,0,0,long_desc
https://mamapack.pl/products/bamboolove-pieluszki-jednorazowe-r-xs-27szt,products,200,pl,Pieluszki jednorazowe Bamboolove z włóknem bambusowym XS - 27 sztuk – mamapack,78,"Bamboolove pieluszki jednorazowe z włóknem bambusowym w rozmiarze XS (2-4 kg). Delikatne, oddychające i hipoalergiczne, idealne dla noworodków. Chronią skórę przed odparzeniami, mają praktyczne wycięcie na pępek i są przyjazne dla środowiska. Opakowanie: 27 sztuk.",264,1,,https://mamapack.pl/products/bamboolove-pieluszki-jednorazowe-r-xs-27szt,1,1,BAMBOOLOVE - PIELUSZKI JEDNORAZOWE - Rozmiar XS - (27szt) - (2-4kg),0,0,1,0,Organization,0,0,0,460,0,0,missing_product_schema | long_title | long_desc
https://mamapack.pl/products/bamboolove-pieluszki-jednorazowe-rozm-s-25szt,products,200,pl,Pieluszki jednorazowe Bamboolove z włóknem bambusowym S - 25 sztuk – mamapack,77,"Bamboolove pieluszki jednorazowe z włóknem bambusowym w rozmiarze S (3-8 kg). Oddychające, hipoalergiczne i przyjazne środowisku, idealne dla wrażliwej skóry niemowląt. Chronią przed podrażnieniami, zapewniając komfort przez cały dzień. Opakowanie: 25 sztuk.",258,1,,https://mamapack.pl/products/bamboolove-pieluszki-jednorazowe-rozm-s-25szt,1,1,BAMBOOLOVE - PIELUSZKI JEDNORAZOWE - Rozmiar S - (25 szt.) - (3-8kg),0,0,1,0,Brand | Offer | Organization | Product,1,0,1,511,0,0,long_title | long_desc
https://mamapack.pl/products/bamboolove-pieluszki-jednorazowe-rozm-m-24szt,products,200,pl,Pieluszki jednorazowe Bamboolove z włóknem bambusowym M - 24 sztuki – mamapack,78,"Bamboolove pieluszki jednorazowe z włóknem bambusowym w rozmiarze M (6-11 kg). Hipoalergiczne, oddychające i przyjazne dla środowiska, idealne dla wrażliwej skóry dziecka. Chronią przed odparzeniami, zapewniając komfort i bezpieczeństwo. Opakowanie: 24 sztuki.",260,1,,https://mamapack.pl/products/bamboolove-pieluszki-jednorazowe-rozm-m-24szt,1,1,BAMBOOLOVE - PIELUSZKI JEDNORAZOWE - Rozmiar M - (24 szt.) - (6-11kg),0,0,1,0,Brand | Offer | Organization | Product,1,0,1,520,0,0,long_title | long_desc
https://mamapack.pl/products/bamboolove-bambusowe-chusteczki-nawilzan-e-60szt,products,200,pl,Bambusowe chusteczki nawilżane Bamboolove - 60 sztuk – mamapack,63,"Bamboolove bambusowe chusteczki nawilżane nasączone w 99,3% oczyszczoną wodą, idealne do pielęgnacji wrażliwej skóry dzieci. Wykonane w 100% z biodegradowalnego bambusa, delikatne i miękkie, bez zbędnych chemikaliów i perfum. Doskonałe do codziennej higieny skóry malucha",271,1,,https://mamapack.pl/products/bamboolove-bambusowe-chusteczki-nawilzan-e-60szt,1,1,BAMBOOLOVE - Chusteczki nawilżane - Bambusowe - (60 szt.),0,0,1,0,Brand | Offer | Organization | Product,1,0,1,420,0,0,long_desc
https://mamapack.pl/products/bella-patyczki-a-56-szt-baby-happy-papierowe-patyczki,products,200,pl,Patyczki higieniczne Bella Baby Happy - 56 sztuk – mamapack,59,"Patyczki higieniczne Bella Baby Happy wykonane z 100% bawełny, idealne do delikatnej pielęgnacji niemowląt. Specjalny kształt z ogranicznikiem zapewnia bezpieczne oczyszczanie uszu, nosa i pępka dziecka. Biodegradowalne, ekologiczne i delikatne dla wrażliwej skóry malucha",272,1,,https://mamapack.pl/products/bella-patyczki-a-56-szt-baby-happy-papierowe-patyczki,1,1,Bella Baby Happy Papierowe Patyczki Higieniczne 56Szt,0,0,1,0,Brand | Offer | Organization | Product,1,0,1,485,0,0,long_desc
https://mamapack.pl/products/bella-newborn-a-42szt-pieluszki-hig-2-5-kg,products,200,pl,Pieluszki jednorazowe Bella Baby Happy Newborn - 42 sztuki – mamapack,69,"Pieluszki Bella Baby Happy Newborn dla niemowląt o wadze 2-5 kg. Zapewniają maksymalną suchość dzięki technologii Air Flow, a wskaźnik wilgotności pomaga w łatwej kontroli zmiany pieluszki. Mają wycięcie na pępek i delikatną włókninę, chroniąc wrażliwą skórę dziecka​",267,1,,https://mamapack.pl/products/bella-newborn-a-42szt-pieluszki-hig-2-5-kg,1,1,BELLA BABY HAPPY NEWBORN- pieluszki jednorazowe (1) - 2-5kg - (42szt.),0,0,1,0,Organization,0,0,0,549,0,0,missing_product_schema | long_title | long_desc
https://mamapack.pl/products/bella-happy-before-newborn-a-46szt-pieluszki-dla-wczesniakow,products,200,pl,Pieluszki jednorazowe Bella Baby Happy Before Newborn - 46 sztuk – mamapack,75,"Bella Baby Happy Before Newborn pieluszki jednorazowe dla wcześniaków i noworodków o wadze poniżej 2 kg. Delikatna włóknina, wycięcie na pępek i wskaźnik wilgotności zapewniają komfort i ochronę wrażliwej skóry dziecka, zapobiegając odparzeniom i podrażnieniom​",261,1,,https://mamapack.pl/products/bella-happy-before-newborn-a-46szt-pieluszki-dla-wczesniakow,1,1,BELLA HAPPY 0 BEFORE NEWBORN - Pieluszki dla wcześniaków do 2 kg - (46 szt.),0,0,1,0,Brand | Offer | Organization | Product,1,0,1,577,0,0,long_title | long_desc
https://mamapack.pl/products/skarb-matki-puder-dla-niemowlat-i-dzieci-120g,products,200,pl,Skarb Matki Puder ochronny dla niemowląt i dzieci - 120 g – mamapack,68,"Puder ochronny Skarb Matki łagodzi podrażnienia i zapobiega odparzeniom delikatnej skóry dziecka. Zawiera pantenol i alantoinę, które regenerują skórę i pochłaniają wilgoć, tworząc ochronną barierę. Idealny do codziennej pielęgnacji od pierwszych dni życia",256,1,,https://mamapack.pl/products/skarb-matki-puder-dla-niemowlat-i-dzieci-120g,1,1,SKARB MATKI - Puder - dla niemowląt i dzieci - 120g,0,0,1,0,Brand | Offer | Organization | Product,1,0,1,465,0,0,long_title | long_desc
https://mamapack.pl/products/skarb-matki-femina-pianka-do-higieny-int-ymnej-250ml,products,200,pl,Skarb Matki Femina Pianka do higieny intymnej - 250 ml – mamapack,65,"Pianka do higieny intymnej Skarb Matki Femina delikatnie oczyszcza, nawilża i łagodzi podrażnienia. Zawiera kwas mlekowy, ekstrakt z dzikiej róży i zielonej herbaty, wspierając naturalną ochronę i utrzymanie odpowiedniego pH skóry. Idealna do codziennej pielęgnacji kobiet, także w ciąży",287,1,,https://mamapack.pl/products/skarb-matki-femina-pianka-do-higieny-int-ymnej-250ml,1,0,,1,0,1,0,Organization,0,0,0,267,0,0,missing_h1 | missing_product_schema | long_desc
https://mamapack.pl/products/skarb-matki-oliwka-pielegnacyjna-w-zelu-125-m-z-witamina-e,products,200,pl,Skarb Matki Oliwka pielęgnacyjna w żelu z witaminą E - 125 ml – mamapack,72,"Oliwka pielęgnacyjna w żelu Skarb Matki z witaminą E, idealna do nawilżania suchej skóry niemowląt i dzieci. Zawiera naturalny skwalan, który wspiera regenerację skóry, chroniąc ją przed podrażnieniami i utratą wilgoci. Bezpieczna dla dzieci od pierwszych dni życia",265,1,,https://mamapack.pl/products/skarb-matki-oliwka-pielegnacyjna-w-zelu-125-m-z-witamina-e,1,1,SKARB MATKI- Oliwka Pielęgnacyjna - w żelu z witaminą E - 125ml,0,0,1,0,Brand | Offer | Organization | Product,1,0,1,552,0,0,long_title | long_desc
https://mamapack.pl/products/skarb-matki-pielegnacyjny-krem-ochronny-dla-niemowlat-i-dzieci-75ml,products,200,pl,Skarb Matki Pielęgnacyjny krem ochronny dla dzieci - 75 ml – mamapack,69,"Pielęgnacyjny krem ochronny Skarb Matki dla niemowląt i dzieci. Zawiera wyciąg z rumianku, tlenek cynku i pantenol, które łagodzą podrażnienia i chronią skórę przed wysuszeniem. Idealny do codziennej pielęgnacji wrażliwej skóry od pierwszych dni życia",251,1,,https://mamapack.pl/products/skarb-matki-pielegnacyjny-krem-ochronny-dla-niemowlat-i-dzieci-75ml,1,1,SKARB MATKI - Pielęgnacyjny Krem Ochronny - dla niemowląt i dzieci - 75ml,0,0,1,0,Brand | Offer | Organization | Product,1,0,1,574,0,0,long_title | long_desc
https://mamapack.pl/products/bialy-jelen-emulsja-intymna-kozie-mleko-141700,products,200,pl,Biały Jeleń emulsja do higieny intymnej z kozim mlekiem - 265 ml – mamapack,75,"Hipoalergiczna emulsja do higieny intymnej Biały Jeleń z kozim mlekiem nawilża i łagodzi podrażnienia, wspierając naturalne pH miejsc intymnych. Delikatna formuła bez SLES-u, parabenów i sztucznych barwników, zapewnia długotrwałe uczucie świeżości i komfortu każdego dnia",271,1,,https://mamapack.pl/products/bialy-jelen-emulsja-intymna-kozie-mleko-141700,1,1,BIAŁY JELEŃ hipoalergiczna emulsja do HIGIENY INTYMNEJ KOZIE MLEKO 265ml,0,0,1,0,Brand | Offer | Organization | Product,1,0,1,529,0,0,long_title | long_desc
https://mamapack.pl/products/bialy-jelen-emulsja-intymna-szalwia-i-ogorek-265ml-141274,products,200,pl,Biały Jeleń emulsja do higieny intymnej z szałwią i ogórkiem - 265 ml – mamapack,80,"Emulsja do higieny intymnej Biały Jeleń z szałwią i ogórkiem łagodzi podrażnienia, zmniejsza ryzyko infekcji oraz wspomaga odbudowę naturalnej mikroflory. Delikatna formuła z kwasem mlekowym, bez alergenów i parabenów, idealna do codziennej pielęgnacji",252,1,,https://mamapack.pl/products/bialy-jelen-emulsja-intymna-szalwia-i-ogorek-265ml-141274,1,0,,1,0,1,0,,0,0,0,187,0,0,missing_h1 | missing_product_schema | long_title | long_desc
https://mamapack.pl/products/akuku-a0307-szczotka-i-grzebien-z-naturalnym-wlosiem-biala,products,200,pl,AKUKU A0307 - Szczotka i grzebień z naturalnym włosiem dla niemowląt – mamapack,79,"Zestaw AKUKU A0307: szczotka z naturalnym, miękkim włosiem i delikatny grzebień dla niemowląt. Idealne do codziennej pielęgnacji, nie elektryzują włosów i zapewniają bezpieczeństwo od pierwszych dni życia.",205,1,,https://mamapack.pl/products/akuku-a0307-szczotka-i-grzebien-z-naturalnym-wlosiem-biala,1,3,AKUKU A0307 - Szczotka i grzebień - z naturalnym włosiem - BIAŁA | Szczotka i grzebień z naturalnego włosia | Praktyczny grzebyk,0,1,1,0,Brand | Offer | Organization | Product,1,0,1,581,0,0,multi_h1 | long_title | long_desc
https://mamapack.pl/products/akuku-a0015-zestaw-pielegnacyjny-grey-hooligans,products,200,pl,AKUKU A0015 Grey Hooligans - Zestaw pielęgnacyjny dla niemowląt – mamapack,74,"Zestaw pielęgnacyjny AKUKU A0015 Grey Hooligans z nożyczkami, pilniczkiem, szczotką i grzebykiem z naturalnym włosiem oraz gruszką do nosa. Idealny do codziennej pielęgnacji niemowląt, zamknięty w poręcznej kosmetyczce.",219,1,,https://mamapack.pl/products/akuku-a0015-zestaw-pielegnacyjny-grey-hooligans,1,1,AKUKU A0015 - Zestaw pielęgnacyjny - Grey HOOLIGANS,0,0,1,0,Brand | Offer | Organization | Product,1,0,1,498,0,0,long_title | long_desc
https://mamapack.pl/products/akuku-a0495-termometr-do-kapieli-biala-owca,products,200,pl,"AKUKU A0495 - Termometr do kąpieli Biała Owca, bezpieczny i bezrtęciowy – mamapack",82,"AKUKU A0495 - Termometr do kąpieli w kształcie białej owieczki. Precyzyjne mierzenie temperatury wody, bezpieczny, bezrtęciowy, z czytelną skalą i atrakcyjnym designem, wspierającym rozwój wzroku dziecka.",204,1,,https://mamapack.pl/products/akuku-a0495-termometr-do-kapieli-biala-owca,1,1,AKUKU A0495 - Termometr do kąpieli - biała OWCA,0,0,1,0,Brand | Offer | Organization | Product,1,0,1,498,0,0,long_title | long_desc
https://mamapack.pl/products/akuku-a0395-termometr-do-kapieli-rybka-rico,products,200,pl,"AKUKU A0395 - Termometr do kąpieli Rybka Rico, bezpieczny i kolorowy – mamapack",79,"Termometr do kąpieli AKUKU A0395 Rybka Rico – precyzyjny, bezrtęciowy i wykonany z bezpiecznych materiałów. Umożliwia łatwe mierzenie temperatury wody, a atrakcyjny kształt rybki zapewnia zabawę podczas kąpieli.",211,1,,https://mamapack.pl/products/akuku-a0395-termometr-do-kapieli-rybka-rico,1,1,AKUKU A0395 - Termometr do kąpieli - Rybka Rico,0,0,1,0,Organization,0,0,0,356,0,0,missing_product_schema | long_title | long_desc
https://mamapack.pl/products/akuku-a0308-zestaw-manicure-niebieski,products,200,pl,"AKUKU A0308 - Zestaw manicure dla niemowląt, niebieski, w kosmetyczce – mamapack",80,"Zestaw do manicure AKUKU A0308 zawiera nożyczki, cążki, pilniczek oraz miękką szczotkę i grzebyk. Praktyczna kosmetyczka, bezpieczne ostrza i antypoślizgowy uchwyt zapewniają komfortową pielęgnację paznokci dziecka.",215,1,,https://mamapack.pl/products/akuku-a0308-zestaw-manicure-niebieski,1,1,AKUKU A0308 - Zestaw manicure - NIEBIESKI,0,0,1,0,Brand | Offer | Organization | Product,1,0,1,485,0,0,long_title | long_desc
https://mamapack.pl/products/nivea-baby-80571-chusteczki-toddies-a57,products,200,pl,"NIVEA BABY Toddies - Chusteczki biodegradowalne 57 szt., delikatne dla skóry – mamapack",87,"NIVEA BABY Toddies to biodegradowalne, wegańskie chusteczki nawilżane, stworzone z włókien roślinnych. Idealne do delikatnej skóry dziecka, łagodnie oczyszczają buzię, rączki i okolice pieluszkowe. Zawierają naturalny ekstrakt z migdałów, wspomagają naukę samodzielnego korzystania z toalety.",292,1,,https://mamapack.pl/products/nivea-baby-80571-chusteczki-toddies-a57,1,1,NIVEA BABY TODDIES - Chusteczki nawilżane dla dzieci - łagodne - (57szt.),0,0,1,0,Organization,0,0,0,612,0,0,missing_product_schema | long_title | long_desc
https://mamapack.pl/products/canpol-34-920-smoczek-silikonowy-0-6m-symetryczny-exotic-lama,products,200,pl,"Canpol Babies Smoczek Silikonowy Exotic Lama 0-6m - Symetryczny, bez BPA – mamapack",83,"Canpol Babies smoczek silikonowy Exotic Lama dla dzieci 0-6 miesięcy. Symetryczny, hipoalergiczny smoczek wykonany z bezpiecznego silikonu, zapobiega podrażnieniom skóry dziecka. Świecący w ciemności, łatwy do czyszczenia, bez BPA.",231,1,,https://mamapack.pl/products/canpol-34-920-smoczek-silikonowy-0-6m-symetryczny-exotic-lama,1,1,CANPOL 34/920 - Smoczek silikonowy - (0-6m) - symetryczny EXOTIC Lama,0,0,1,0,Brand | Offer | Organization | Product,1,0,1,530,0,0,long_title | long_desc
